match_id,Result,home_score,away_score,match_day,home_team,away_team,venue_id,corners_h,fouls_h,free_kicks_h,goals_h,goal_kicks_h,offsides_h,penalties_h,possession_h,shots_off_target_h,shots_on_target_h,shots_woodwork_h,substitutions_H,throw_ins_h,yellow_cards_h,yellow_red_cards_h,red_cards_h,shots_blocked_h,attacks_h,dangerous_attacks_h,corners_a,fouls_a,free_kicks_a,goals_a,goal_kicks_a,offsides_a,penalties_a,possession_a,shots_off_target_a,shots_on_target_a,shots_woodwork_a,substitutions_A,throw_ins_a,yellow_cards_a,yellow_red_cards_a,red_cards_a,shots_blocked_a,attacks_a,dangerous_attacks_a
2043156,2,1,2,12,Liverpool FC,Crystal Palace,85,14,7,8,1,8,1,0,59,8,3,0,0,28,0,0,0,2,67,46,6,7,8,2,13,1,0,41,4,2,0,0,22,0,0,0,0,66,31
2043157,x,1,1,12,West Ham United,Newcastle United,90,3,8,13,1,6,2,0,48,7,3,0,0,18,0,0,0,2,48,34,5,12,13,1,10,1,0,52,7,3,0,0,13,0,0,0,2,43,32
2043158,x,0,0,12,Aston Villa,Manchester City,86,3,7,8,0,12,1,0,44,3,0,0,0,19,0,0,0,0,43,28,8,7,8,0,5,1,0,56,6,3,2,0,27,0,0,0,1,57,44
2043159,2,0,1,12,AFC Bournemouth,Everton FC,520,16,10,14,0,5,3,0,67,9,5,0,0,26,0,0,0,6,74,41,0,12,13,1,14,2,0,33,1,0,0,0,19,0,0,0,0,49,10
2043160,2,0,1,12,Sunderland AFC,Watford FC,96,3,9,16,0,5,2,0,42,5,2,0,0,19,0,0,0,0,54,40,7,11,11,1,7,5,1,58,4,4,0,0,29,0,0,0,0,58,51
2043162,1,1,0,12,Norwich FC,Swansea FC,467,5,11,9,1,11,3,0,39,5,3,0,0,14,0,0,0,0,49,29,2,7,15,0,8,2,0,61,6,0,1,0,19,0,0,0,1,53,41
2043164,x,1,1,12,Arsenal FC,Tottenham Hotspur,81,7,12,20,1,11,1,0,54,4,3,1,0,33,0,0,0,0,69,36,6,16,13,1,8,3,0,46,11,5,0,0,24,0,0,0,1,67,34
2043165,1,2,1,12,Leicester City,Southampton FC,473,4,10,10,2,6,4,1,45,4,7,0,0,15,0,0,0,0,61,42,2,8,14,1,8,1,1,55,2,3,1,0,30,0,0,0,1,68,43
2043167,1,2,0,12,Manchester United,West Bromwich Albion,430,5,11,9,2,3,1,1,65,5,1,0,0,27,0,0,0,3,73,38,1,9,12,0,10,0,0,35,2,0,0,0,13,0,0,1,0,62,15
2043169,1,2,1,13,West Bromwich Albion,Arsenal FC,433,3,13,10,2,11,4,0,38,1,0,0,0,17,0,0,0,0,44,21,5,9,17,1,2,1,1,62,5,2,1,0,13,0,0,0,0,73,45
2043170,1,4,0,13,Newcastle United,Aston Villa,84,2,6,13,4,5,1,0,58,4,5,0,0,16,0,0,0,1,81,54,3,9,7,0,8,4,0,42,3,3,0,0,21,0,0,0,2,51,31
2043172,x,2,2,13,Swansea FC,AFC Bournemouth,456,4,8,13,2,10,0,1,43,2,2,0,0,26,0,0,0,1,75,36,5,8,8,2,2,5,0,57,5,2,0,0,26,0,0,0,2,76,41
2043173,2,0,3,13,Everton FC,Leicester City,92,4,9,13,0,9,1,0,50,4,6,0,0,28,0,0,0,1,50,42,9,11,10,3,7,1,0,50,4,7,1,0,30,0,0,0,1,63,53
2043175,2,1,4,13,Manchester City,Liverpool FC,87,11,5,17,1,7,1,0,62,4,2,0,0,37,0,0,0,3,74,50,5,12,6,4,5,5,0,38,3,6,0,0,17,0,0,0,1,59,43
2043177,2,1,2,13,Southampton FC,Manchester United,465,4,7,16,1,9,1,1,45,2,4,0,0,34,0,0,0,1,64,36,10,11,8,2,4,5,0,55,5,3,0,0,29,0,0,0,1,63,42
2043178,1,1,0,13,Chelsea FC,Norwich FC,83,6,4,16,1,3,5,0,64,9,6,1,0,24,0,0,0,4,95,55,5,12,9,0,17,4,0,36,1,2,0,0,21,0,0,0,0,55,23
2043180,2,0,1,13,Watford FC,Stoke City,468,7,8,10,0,14,0,0,59,11,1,0,0,26,0,0,0,0,62,37,3,8,8,1,13,2,0,41,10,3,0,0,18,0,0,0,1,56,32
2043182,2,0,1,13,Crystal Palace,Sunderland AFC,464,11,17,14,0,6,1,0,64,12,6,0,0,23,0,0,0,3,84,47,2,11,18,1,12,3,0,36,5,2,0,0,20,0,0,0,2,47,28
2043183,1,4,1,13,Tottenham Hotspur,West Ham United,91,7,13,11,4,5,3,0,57,6,8,2,0,26,0,0,0,2,80,44,6,8,16,1,7,3,0,43,4,4,1,0,32,0,0,0,0,71,29
2043185,x,1,1,14,Norwich FC,Arsenal FC,467,3,8,8,1,11,3,0,42,3,2,0,0,19,0,0,0,1,40,25,6,6,11,1,9,2,0,58,6,2,0,0,22,0,0,0,2,49,40
2043186,x,0,0,14,Tottenham Hotspur,Chelsea FC,91,4,14,13,0,5,2,0,53,4,3,0,0,38,0,0,0,2,63,28,4,9,16,0,5,4,0,47,5,0,0,0,30,0,0,0,0,43,21
2043188,x,3,3,14,AFC Bournemouth,Newcastle United,520,10,6,6,3,2,2,0,55,5,6,0,0,35,0,0,0,3,58,36,5,6,8,3,10,0,0,45,0,3,0,0,15,0,0,0,3,54,22
2043189,x,1,1,14,Leicester City,Manchester United,473,1,7,8,1,7,1,0,40,3,4,0,0,31,0,0,0,1,53,39,8,7,8,1,8,1,0,60,5,4,0,0,31,0,0,0,1,55,44
2043191,1,5,1,14,Crystal Palace,Everton FC,464,7,5,14,5,4,3,0,56,8,5,1,0,25,0,0,0,2,79,45,5,13,10,1,15,1,0,44,2,2,0,0,19,0,0,0,2,65,29
2043193,1,3,1,14,Manchester City,Watford FC,87,6,14,17,3,5,2,0,48,5,5,0,0,23,0,0,0,3,50,35,4,10,16,1,1,6,0,52,2,7,1,0,27,0,0,0,1,61,41
2043194,1,2,0,14,Sunderland AFC,Stoke City,96,9,4,13,2,10,0,0,52,6,5,0,0,12,0,0,0,1,66,54,5,10,4,0,13,3,0,48,3,3,0,0,20,0,1,0,0,49,40
2043195,1,1,0,14,Liverpool FC,Swansea FC,85,8,12,6,1,6,0,1,59,3,1,1,0,33,0,0,0,4,67,41,7,5,12,0,6,1,0,41,4,1,0,0,23,0,0,0,1,53,28
2043197,2,2,3,14,Aston Villa,Southampton FC,86,10,5,13,2,4,2,0,65,5,9,0,0,29,0,0,0,1,73,40,10,13,7,3,7,0,0,35,3,7,0,0,23,0,0,0,2,55,33
2043199,x,1,1,14,West Ham United,West Bromwich Albion,90,5,15,18,1,8,0,0,57,9,4,0,0,21,0,0,0,1,52,43,2,16,15,1,12,2,0,43,2,4,0,0,27,0,0,0,0,41,35
2043200,x,1,1,15,Watford FC,Aston Villa,468,10,4,9,1,4,3,0,61,11,8,0,0,26,0,0,0,1,53,43,4,9,7,1,13,0,0,39,3,3,0,0,23,0,0,0,1,45,25
2043202,2,0,1,15,Chelsea FC,AFC Bournemouth,83,11,10,14,0,8,2,0,59,7,9,0,0,25,0,0,0,2,90,53,4,13,12,1,15,1,0,41,6,6,0,0,22,0,0,0,1,63,28
2043204,x,1,1,15,Newcastle United,Crystal Palace,84,13,4,14,1,8,0,0,65,6,6,3,0,19,0,0,0,6,67,47,6,11,4,1,9,3,0,35,5,5,0,0,17,0,0,0,1,62,32
2043205,2,0,3,15,Swansea FC,Leicester City,456,3,3,21,0,10,2,0,57,3,2,2,0,21,0,0,0,0,74,50,8,19,5,3,6,2,0,43,6,1,0,0,22,0,0,0,2,81,43
2043207,1,2,0,15,Everton FC,Liverpool FC,92,2,7,12,2,15,0,0,44,3,0,0,0,22,0,0,0,0,51,41,7,10,7,0,7,2,0,56,5,2,0,0,28,0,0,0,0,57,52
2043209,1,2,0,15,Stoke City,Manchester City,432,1,11,10,2,8,2,0,54,1,2,1,0,21,0,0,0,0,45,30,6,10,13,0,6,0,0,46,3,2,0,0,37,0,0,0,1,53,36
2043211,1,2,0,15,Southampton FC,Norwich FC,465,4,10,14,2,7,4,1,50,6,4,0,0,39,0,0,0,1,96,40,1,8,15,0,7,5,0,50,3,4,0,0,30,0,0,0,0,103,47
2043212,1,3,1,15,Arsenal FC,Sunderland AFC,81,3,6,12,3,10,1,0,63,4,4,1,0,13,0,0,0,3,87,48,2,11,8,1,11,1,0,37,6,7,0,0,18,0,0,0,1,65,33
2043214,x,1,1,15,West Bromwich Albion,Tottenham Hotspur,433,3,13,11,1,8,2,0,45,1,3,0,0,24,0,0,0,0,59,26,6,10,15,1,7,1,0,55,3,2,0,0,20,0,0,0,1,60,29
2043216,x,0,0,15,Manchester United,West Ham United,430,6,10,14,0,6,2,0,61,11,1,0,0,30,0,0,0,2,71,36,2,13,12,0,15,1,0,39,3,1,2,0,18,0,0,0,1,62,18
2043218,2,0,2,16,Aston Villa,Arsenal FC,86,5,7,11,0,7,2,0,47,11,2,0,0,15,0,0,0,5,72,52,5,7,9,2,16,4,1,53,2,3,0,0,18,0,0,0,1,84,52
2043220,1,2,1,16,Leicester City,Chelsea FC,473,1,15,11,2,8,0,0,37,3,3,0,0,27,0,0,0,0,58,41,8,9,16,1,3,2,0,63,2,3,1,0,41,0,0,0,2,60,35
2043222,x,1,1,16,Norwich FC,Newcastle United,467,5,8,8,1,14,1,0,42,5,0,0,0,17,0,0,0,1,54,38,4,7,9,1,10,1,0,58,8,2,1,0,26,0,0,0,2,64,44
2043224,1,2,1,16,AFC Bournemouth,Manchester United,520,5,12,14,2,7,1,0,43,6,3,0,0,17,0,0,0,0,49,25,7,12,13,1,9,2,0,57,3,3,0,0,28,0,0,0,1,57,22
2043225,2,1,2,16,Tottenham Hotspur,Everton FC,91,6,13,18,1,7,2,0,56,10,6,0,0,40,0,0,0,3,71,39,2,14,15,2,12,4,0,44,2,1,0,0,29,0,0,0,2,49,28
2043227,1,1,0,16,Crystal Palace,Watford FC,464,8,12,13,1,10,3,0,49,4,6,0,0,29,0,0,0,3,83,34,5,12,15,0,10,0,0,51,7,4,0,0,28,0,0,0,3,75,36
2043229,x,0,0,16,West Ham United,Stoke City,90,11,7,9,0,11,1,0,51,7,12,1,0,24,0,0,0,4,71,53,7,9,8,0,12,0,0,49,5,3,1,0,22,0,0,0,0,58,37
2043230,1,2,1,16,Manchester City,Swansea FC,87,5,15,21,2,3,2,0,50,6,3,0,0,15,0,0,0,0,52,38,5,13,17,1,4,6,0,50,3,7,0,0,22,0,0,0,1,58,43
2043232,2,0,1,16,Sunderland AFC,Southampton FC,96,8,6,12,0,6,2,0,51,11,4,0,0,19,0,0,0,0,72,58,3,10,8,1,21,2,0,49,2,2,1,0,22,0,0,0,0,45,38
2043233,x,2,2,16,Liverpool FC,West Bromwich Albion,85,4,7,11,2,6,1,0,61,12,6,0,0,21,0,0,0,7,77,52,4,10,8,2,16,1,0,39,2,0,0,0,16,0,0,0,0,46,20
2043235,x,1,1,17,Everton FC,Aston Villa,92,3,9,14,1,5,0,0,51,5,4,0,0,29,0,0,0,0,59,48,7,14,9,1,10,0,0,49,3,7,0,0,28,0,0,0,0,50,40
2043237,2,1,2,17,West Bromwich Albion,AFC Bournemouth,433,4,10,12,1,5,0,0,37,2,1,0,0,26,0,0,2,1,47,29,8,9,10,2,5,3,1,63,6,4,1,0,25,0,0,0,1,50,37
2043238,2,1,2,17,Stoke City,Crystal Palace,432,7,5,12,1,7,0,1,52,3,5,0,0,27,0,0,0,4,54,36,3,11,5,2,15,1,1,48,4,2,0,0,26,0,0,0,1,38,24
2043240,2,2,3,17,Newcastle United,Leicester City,84,10,4,16,2,11,2,0,64,5,4,0,0,27,0,0,0,2,80,44,2,14,6,3,11,2,2,36,5,3,0,0,25,0,0,0,0,64,25
2043242,1,3,0,17,Southampton FC,Liverpool FC,465,7,6,19,3,10,1,0,43,0,4,0,0,30,0,0,0,1,72,31,9,9,7,0,6,10,0,57,6,5,0,0,28,0,0,0,2,85,41
2043243,1,2,1,17,Arsenal FC,Manchester City,81,4,5,16,2,9,3,0,40,3,2,0,0,18,0,0,0,0,83,36,8,15,8,1,9,0,0,60,5,5,0,0,18,0,0,0,4,88,41
2043245,2,1,2,17,Manchester United,Norwich FC,430,11,4,12,1,3,2,0,67,5,1,0,0,31,0,0,0,0,72,45,0,11,6,2,12,1,0,33,2,1,0,0,19,0,0,0,0,51,17
2043247,1,3,1,17,Chelsea FC,Sunderland AFC,83,2,12,14,3,12,0,1,61,6,5,0,0,26,0,0,0,3,88,45,2,11,12,1,8,3,0,39,7,2,0,0,23,0,0,0,1,64,35
2043249,2,0,2,17,Watford FC,Tottenham Hotspur,468,4,19,11,0,8,4,0,47,1,6,0,0,28,0,0,0,2,63,40,7,9,23,2,5,2,0,53,3,2,0,0,31,0,0,0,0,56,30
2043251,x,0,0,17,Swansea FC,West Ham United,456,8,5,11,0,6,4,0,65,7,10,0,0,37,0,0,0,3,77,53,9,10,9,0,9,1,0,35,3,8,0,0,17,0,0,0,0,52,33
2043253,1,4,0,18,Watford FC,Arsenal FC,468,3,10,10,4,6,6,0,44,3,1,1,0,21,0,0,0,3,55,42,4,9,16,0,7,1,0,56,2,4,0,0,25,0,0,0,0,49,34
2043255,x,0,0,18,AFC Bournemouth,Crystal Palace,520,8,10,14,0,10,2,0,52,3,3,0,0,23,0,0,0,2,53,25,9,13,12,0,10,1,0,48,3,3,0,0,22,0,0,0,2,41,17
2043256,2,0,1,18,Everton FC,Newcastle United,92,3,16,15,0,9,0,0,40,5,1,0,0,15,0,0,0,2,51,42,7,12,16,1,8,3,0,60,4,6,0,0,11,0,0,0,3,76,60
2043258,1,1,0,18,Liverpool FC,Leicester City,85,7,12,9,1,6,4,0,61,10,5,0,0,33,0,0,0,5,73,55,6,8,16,0,12,1,0,39,2,3,0,0,34,0,0,0,0,72,29
2043260,1,2,0,18,Stoke City,Manchester United,432,1,14,16,2,7,3,0,47,4,2,0,0,20,0,0,0,2,37,22,12,15,17,0,10,1,0,53,2,6,0,0,29,0,0,0,0,51,40
2043262,1,3,0,18,Tottenham Hotspur,Norwich FC,91,9,4,20,3,8,3,1,59,5,5,0,0,24,0,0,0,3,55,32,4,12,7,0,5,8,0,41,7,1,0,0,36,0,0,0,0,45,24
2043263,1,4,1,18,Manchester City,Sunderland AFC,87,5,10,11,4,5,3,1,63,4,4,0,0,22,0,0,0,2,68,56,1,10,13,1,9,1,0,37,4,4,0,0,10,0,0,0,0,57,38
2043265,x,2,2,18,Chelsea FC,Southampton FC,83,9,5,15,2,5,2,1,59,7,1,0,0,27,0,0,0,3,68,41,4,14,7,2,15,1,1,41,4,2,0,0,17,0,0,0,2,63,24
2043267,1,1,0,18,Swansea FC,West Bromwich Albion,456,0,10,16,1,8,1,0,49,1,1,0,0,19,0,0,0,1,76,33,7,15,11,0,4,1,0,51,5,3,0,0,37,0,0,0,1,83,42
2043268,x,1,1,18,Aston Villa,West Ham United,86,9,13,13,1,8,3,1,58,5,5,0,0,28,0,0,0,2,56,40,6,12,16,1,10,1,0,42,4,3,1,0,25,0,0,0,0,56,36
2043270,1,2,0,19,Norwich FC,Aston Villa,467,3,10,21,2,9,2,0,50,4,2,0,0,10,0,0,0,1,81,33,8,21,12,0,6,0,0,50,2,2,0,0,26,0,0,0,0,79,46
2043272,1,2,0,19,Arsenal FC,AFC Bournemouth,81,9,7,9,2,7,1,0,52,8,4,1,0,14,0,0,0,0,80,43,3,8,8,0,11,1,0,48,2,4,0,0,18,0,0,0,4,62,35
2043273,x,0,0,19,Manchester United,Chelsea FC,430,5,16,6,0,6,2,0,63,3,1,2,0,20,0,0,0,2,76,42,3,6,18,0,12,0,0,37,5,0,0,0,19,0,0,0,0,57,16
2043275,2,0,1,19,Sunderland AFC,Liverpool FC,96,6,8,16,0,10,1,0,49,3,2,0,0,37,0,0,0,0,48,39,4,15,9,1,7,0,0,51,7,4,1,0,33,0,0,0,0,57,41
2043277,x,0,0,19,Leicester City,Manchester City,473,1,11,9,0,11,1,0,43,6,4,0,0,28,0,0,0,0,54,33,13,8,12,0,8,1,0,57,7,7,0,0,27,0,0,0,4,53,41
2043279,1,1,0,19,West Bromwich Albion,Everton FC,433,17,7,14,1,5,3,0,58,4,4,1,0,25,0,0,0,3,58,36,6,13,10,0,8,1,0,42,2,2,1,0,15,0,0,0,3,38,24
2043281,1,2,1,19,West Ham United,Watford FC,90,4,5,14,2,10,1,0,47,6,5,0,0,24,0,0,0,1,61,42,7,12,7,1,11,2,0,53,6,3,0,0,32,0,0,0,2,75,54
2043283,2,3,4,19,Newcastle United,Stoke City,84,6,9,17,3,4,2,0,52,6,2,0,0,22,0,0,0,4,71,47,2,11,11,4,10,5,1,48,1,1,0,0,14,0,0,0,2,67,38
2043284,x,0,0,19,Crystal Palace,Swansea FC,464,7,11,16,0,5,4,0,54,5,3,0,0,33,0,0,0,1,54,34,4,15,15,0,12,0,0,46,1,3,0,0,24,0,0,0,0,35,18
2043286,2,1,2,19,Southampton FC,Tottenham Hotspur,465,5,12,13,1,11,2,0,40,3,1,0,0,24,0,0,1,4,68,22,3,11,14,2,6,1,0,60,5,1,0,0,35,0,0,0,0,89,37
2043288,1,3,1,20,Sunderland AFC,Aston Villa,96,3,8,15,3,6,2,0,46,4,3,0,0,27,0,0,0,1,58,47,3,13,10,1,6,2,0,54,5,1,0,0,24,0,0,0,0,58,44
2043289,x,0,0,20,Leicester City,AFC Bournemouth,473,7,8,6,0,5,0,1,58,11,3,1,0,30,0,0,0,1,79,51,1,4,9,0,20,2,0,42,5,0,0,0,23,0,0,1,5,44,27
2043291,2,0,3,20,Crystal Palace,Chelsea FC,464,5,12,15,0,7,0,0,42,3,4,0,0,26,0,0,0,1,75,37,7,14,12,3,9,0,0,58,3,3,0,0,21,0,0,0,1,77,37
2043293,1,2,0,20,West Ham United,Liverpool FC,90,3,10,12,2,12,1,0,38,5,7,1,0,21,0,0,0,0,25,19,9,8,12,0,5,4,0,62,8,3,1,0,29,0,0,0,4,52,44
2043295,2,1,2,20,Southampton FC,Manchester City,465,4,6,11,1,12,1,0,48,5,3,0,0,36,0,0,0,1,43,25,5,9,7,2,6,1,0,52,8,3,0,0,30,0,0,0,1,42,32
2043297,1,1,0,20,Arsenal FC,Everton FC,81,7,10,9,1,8,2,0,50,8,3,1,0,22,0,0,0,2,73,37,4,8,12,0,15,1,0,50,6,5,0,0,15,0,0,0,4,77,41
2043299,1,1,0,20,Norwich FC,Watford FC,467,4,11,9,1,11,2,0,43,5,0,0,0,22,0,0,0,1,61,42,9,7,13,0,8,2,0,57,5,1,0,0,20,0,1,0,1,80,50
2043301,1,2,1,20,West Bromwich Albion,Stoke City,433,4,7,16,2,5,1,0,52,4,3,0,0,24,0,0,0,0,55,33,6,14,8,1,11,1,0,48,0,3,0,0,22,0,0,1,2,50,24
2043302,1,2,1,20,Manchester United,Swansea FC,430,4,13,11,2,7,1,0,55,6,7,0,0,24,0,0,0,5,79,39,2,10,15,1,5,1,0,45,3,4,1,0,20,0,0,0,3,55,30
2043304,x,1,1,20,Newcastle United,Tottenham Hotspur,84,4,9,12,1,11,3,0,40,5,2,0,0,17,0,0,0,4,69,36,4,11,12,1,6,1,0,60,3,4,2,0,23,0,0,0,7,89,55
2043306,x,3,3,21,Liverpool FC,Arsenal FC,85,9,9,12,3,6,4,0,59,6,8,0,0,33,0,0,0,6,76,54,3,7,13,3,12,5,0,41,4,5,0,0,10,0,0,0,2,69,28
2043308,1,1,0,21,Aston Villa,Crystal Palace,86,9,15,14,1,7,2,0,48,7,2,0,0,26,0,0,0,3,75,50,0,8,17,0,5,5,0,52,4,1,1,0,37,0,0,0,1,82,46
2043309,2,2,4,21,Swansea FC,Sunderland AFC,456,8,9,13,2,7,2,1,50,3,2,0,0,21,0,0,1,0,68,39,6,11,11,4,7,2,0,50,1,0,1,0,13,0,0,0,0,74,47
2043311,2,1,3,21,AFC Bournemouth,West Ham United,520,4,8,10,1,6,0,0,49,3,4,0,0,31,0,0,0,2,50,23,7,5,8,3,7,5,0,51,3,1,2,0,34,0,0,0,1,56,28
2043313,x,0,0,21,Manchester City,Newcastle United,87,12,5,10,0,4,3,0,59,11,7,0,0,16,0,0,0,5,58,49,5,5,8,0,14,4,0,41,5,2,0,0,7,0,0,0,0,47,38
2043315,2,0,1,21,Tottenham Hotspur,Leicester City,91,16,13,12,0,6,2,0,60,10,3,1,0,35,0,0,0,3,80,50,8,11,15,1,11,1,0,40,5,0,0,0,19,0,0,0,4,44,22
2043316,x,3,3,21,Everton FC,Manchester United,92,5,9,12,3,8,3,1,55,4,5,0,0,22,0,0,0,1,57,44,3,11,12,3,8,1,1,45,4,2,0,0,23,0,0,0,0,49,42
2043318,1,3,1,21,Stoke City,Norwich FC,432,7,4,8,3,7,2,0,60,6,4,0,0,17,0,0,0,2,67,50,3,7,6,1,9,1,0,40,3,3,0,0,26,0,0,1,1,39,28
2043320,1,2,0,21,Watford FC,Southampton FC,468,8,9,14,2,1,4,0,55,6,3,1,0,16,0,0,0,0,66,51,1,11,13,0,12,3,0,45,0,2,0,0,20,0,0,0,1,58,29
2043321,x,2,2,21,Chelsea FC,West Bromwich Albion,83,7,13,9,2,9,1,0,55,9,5,0,0,21,0,0,0,1,80,47,7,8,14,2,10,1,0,45,6,6,0,0,17,0,0,0,0,88,40
2043323,x,0,0,22,Stoke City,Arsenal FC,432,6,15,8,0,7,8,0,49,7,6,0,0,27,0,0,0,4,58,34,6,8,23,0,10,0,0,51,2,3,0,0,19,0,0,0,4,46,25
2043324,1,4,0,22,Manchester City,Crystal Palace,87,5,9,12,4,7,0,0,52,6,0,0,0,15,0,0,0,6,61,40,6,10,10,0,10,1,0,48,4,4,0,0,27,0,0,0,1,62,36
2043326,x,3,3,22,Chelsea FC,Newcastle United,83,6,12,6,3,4,3,0,54,3,7,0,0,12,0,0,0,1,98,57,4,4,15,3,6,1,0,46,2,3,1,0,16,0,0,0,1,86,37
2043328,x,1,1,22,Aston Villa,Leicester City,86,3,11,19,1,11,1,0,54,6,5,0,0,31,0,0,0,2,63,39,4,13,13,1,7,4,1,46,4,2,0,0,24,0,0,0,2,50,36
2043329,2,0,1,22,Liverpool FC,Manchester United,85,5,6,17,0,7,3,0,50,10,7,0,0,23,0,0,0,2,70,40,4,15,9,1,19,0,0,50,4,0,1,0,26,0,0,0,1,71,32
2043331,1,3,0,22,AFC Bournemouth,Norwich FC,520,5,8,16,3,5,1,1,46,5,6,0,0,28,0,0,0,0,43,25,3,12,9,0,8,4,0,54,4,3,0,0,28,0,0,0,2,61,31
2043333,1,4,1,22,Tottenham Hotspur,Sunderland AFC,91,11,8,15,4,4,1,1,65,11,4,0,0,24,0,0,0,3,87,47,3,12,9,1,12,3,0,35,3,1,0,0,22,0,0,0,0,39,19
2043334,1,1,0,22,Swansea FC,Southampton FC,456,6,8,11,1,8,6,0,56,3,1,1,0,26,0,0,0,0,73,44,3,11,14,0,8,0,0,44,7,2,0,0,31,0,0,0,3,68,26
2043336,1,3,0,22,Watford FC,West Bromwich Albion,468,1,9,13,3,9,3,1,52,2,1,0,0,22,0,0,0,1,55,30,3,9,13,0,7,3,0,48,7,0,0,0,21,0,0,0,0,60,37
2043338,1,2,1,22,Everton FC,West Ham United,92,3,9,7,2,5,1,0,50,7,10,0,0,28,0,0,0,2,68,51,3,5,11,1,12,2,0,50,3,2,0,0,26,0,0,0,2,61,41
2043339,x,0,0,23,West Bromwich Albion,Aston Villa,433,2,7,14,0,10,1,0,43,3,0,0,0,23,0,0,0,1,53,38,6,13,8,0,7,1,0,57,7,4,0,0,23,0,0,0,1,64,45
2043340,x,1,1,23,Sunderland AFC,AFC Bournemouth,96,3,5,10,1,14,2,0,48,1,6,0,0,24,0,0,0,1,64,47,4,9,7,1,5,1,0,52,8,3,0,0,28,0,0,0,0,63,54
2043342,2,0,1,23,Arsenal FC,Chelsea FC,81,6,15,20,0,4,1,0,48,4,1,0,0,22,0,0,1,1,74,37,7,12,16,1,7,7,0,52,3,6,0,0,21,0,0,0,2,79,42
2043344,2,4,5,23,Norwich FC,Liverpool FC,467,3,10,17,4,5,1,1,49,1,2,0,0,33,0,0,0,0,55,42,3,11,11,5,4,4,0,51,2,2,0,0,28,0,0,0,3,63,53
2043346,x,2,2,23,West Ham United,Manchester City,90,5,11,16,2,4,1,0,46,4,1,1,0,21,0,0,0,1,66,28,2,15,12,2,9,1,1,54,2,3,2,0,23,0,0,0,8,64,34
2043347,1,2,1,23,Southampton FC,Everton FC,465,2,7,12,2,14,1,0,54,4,2,0,0,24,0,0,0,1,50,36,7,12,8,1,9,0,0,46,6,0,0,0,15,0,0,0,0,45,33
2043349,2,0,1,23,Manchester United,Watford FC,430,4,11,9,0,9,2,0,51,4,1,0,0,36,0,0,0,1,61,25,4,9,13,1,11,0,0,49,4,0,0,0,29,0,0,0,0,78,29
2043351,1,3,0,23,Leicester City,Stoke City,473,8,9,13,3,3,1,0,50,7,4,0,0,33,0,0,0,0,57,39,4,13,11,0,11,0,0,50,0,2,0,0,27,0,0,0,1,51,32
2043353,2,1,2,23,Newcastle United,Swansea FC,84,7,4,12,1,6,2,0,62,7,4,1,0,26,0,0,0,4,81,46,1,12,6,2,14,0,1,38,1,3,0,0,13,0,0,0,0,65,33
2043354,2,1,3,23,Crystal Palace,Tottenham Hotspur,464,3,11,14,1,7,0,0,40,3,5,2,0,26,0,0,0,3,71,31,10,12,11,3,5,2,0,60,6,8,1,0,28,0,0,0,6,91,50
2043356,1,2,0,24,West Ham United,Aston Villa,90,5,9,11,2,5,5,0,64,15,4,0,0,17,0,0,0,1,95,65,5,11,14,0,21,0,0,36,1,2,0,0,17,0,0,1,1,49,18
2043357,2,1,2,24,Crystal Palace,AFC Bournemouth,464,5,11,15,1,4,3,0,52,7,5,0,0,32,0,0,0,3,102,50,3,15,14,2,10,0,0,48,4,1,0,0,24,0,0,0,2,65,31
2043359,x,0,0,24,Southampton FC,Chelsea FC,465,7,8,15,0,5,0,0,48,4,5,0,0,27,0,0,0,1,97,32,7,13,9,0,4,2,0,52,5,2,0,0,16,0,0,0,2,97,50
2043361,1,2,0,24,Leicester City,Liverpool FC,473,3,6,9,2,9,3,0,41,3,4,0,0,23,0,0,0,2,53,36,12,7,9,0,6,2,0,59,8,4,0,0,31,0,0,0,3,53,38
2043362,2,0,1,24,Sunderland AFC,Manchester City,96,8,6,17,0,8,3,0,50,4,2,1,0,26,0,0,0,0,61,47,4,15,9,1,11,2,0,50,3,2,0,0,20,0,0,0,0,44,40
2043364,x,0,0,24,Arsenal FC,Watford FC,81,13,11,21,0,7,0,0,61,3,6,0,0,18,0,0,0,2,81,44,3,17,11,0,10,2,0,39,2,6,0,0,27,0,0,0,3,72,37
2043365,1,3,0,24,Manchester United,Stoke City,430,2,13,14,3,7,3,0,47,6,2,0,0,19,0,0,0,0,63,34,5,13,16,0,7,1,0,53,4,0,0,0,23,0,0,0,1,82,32
2043367,x,1,1,24,West Bromwich Albion,Swansea FC,433,7,12,13,1,10,2,0,47,8,4,0,0,22,0,0,0,0,53,33,7,13,14,1,12,0,0,53,7,3,1,0,13,0,0,0,1,56,28
2043369,2,0,3,24,Norwich FC,Tottenham Hotspur,467,6,7,9,0,11,5,0,45,7,1,0,0,30,0,0,0,1,79,39,8,9,12,3,8,0,1,55,7,1,2,0,23,0,0,0,1,79,45
2043370,1,3,0,24,Newcastle United,Everton FC,84,3,7,13,3,6,0,2,57,9,4,3,0,30,0,0,0,1,76,45,3,12,8,0,13,1,0,43,2,4,0,0,28,0,0,1,2,59,32
2043372,2,0,2,25,AFC Bournemouth,Arsenal FC,520,7,5,14,0,4,3,0,53,9,4,0,0,35,0,0,0,5,69,40,3,8,9,2,12,6,0,47,2,3,0,0,17,0,0,0,3,64,34
